scale,seed,reference_rho,policy,utility_ratio,mean_wait,backpressure,packets,backpressure_per_1k,final_regret
1.3,5,0.33237500000000003,ucp_gg1,0.9071843341107614,16.271472404177572,854,6606,129.27641537995763,22.702747108962598
1.3,5,0.33237500000000003,ucp_gg1_feedback,0.9116423414394309,15.8490145039619,803,6518,123.19729978521019,21.612316824128328
1.3,6,0.33093750000000005,ucp,0.42895260022637144,25.539414097203114,2828,10108,279.77839335180056,138.76855917357733
1.3,6,0.33093750000000005,ucp_gg1,0.9452197109939183,15.400892306131862,779,6606,117.92310021192856,13.31199788231163
1.3,6,0.33093750000000005,ucp_gg1_feedback,0.9441622802927496,15.510514839681292,783,6616,118.34945586457074,13.568961025625583
1.3,7,0.33568749999999997,ucp,0.28592079278516647,29.433061933858937,3041,10414,292.0107547532168,172.8852283932453
1.3,7,0.33568749999999997,ucp_gg1,0.8526479297969481,17.777211250146813,1169,7378,158.44402277039848,35.67530892074819
1.3,7,0.33568749999999997,ucp_gg1_feedback,0.8420349757553554,17.705534630810433,1169,7328,159.52510917030568,38.24480396397212
1.3,8,0.3337,ucp,0.37646109700740304,27.320406589710778,2663,9882,269.47986237603726,152.79709139327178
1.3,8,0.3337,ucp_gg1,0.9196311403133965,15.94250761758669,809,6736,120.10095011876484,19.694245122108725
1.3,8,0.3337,ucp_gg1_feedback,0.9091199319665612,15.876287645141975,809,6686,120.9991026024529,22.269997901473317
1.3,9,0.33855,ucp,0.02293584044737055,36.58552980902393,3369,10474,321.6536184838648,236.95947124996889
1.3,9,0.33855,ucp_gg1,0.8069825164415103,21.505062923017423,1410,7058,199.77330688580335,46.81096978008193
1.3,9,0.33855,ucp_gg1_feedback,0.8100919010540094,19.86354820152868,1232,6880,179.06976744186048,46.05687586875891
1.3,10,0.338075,ucp,0.2910187707935572,28.774631630915998,3040,10224,297.339593114241,173.9777975064767
1.3,10,0.338075,ucp_gg1,0.7859076009486213,19.608504379262847,1240,6978,177.70134709085698,52.53640366688862
1.3,10,0.338075,ucp_gg1_feedback,0.7964087030488874,17.490719595039092,1036,6808,152.17391304347825,49.95952498585521
1.3,11,0.3346875,ucp,0.25314869061913753,29.65244846253082,3095,10202,303.3718878651245,180.66826021057102
1.3,11,0.3346875,ucp_gg1,0.8807621995609155,17.47601510917944,1054,7188,146.6332776850306,28.844410776387747
1.3,11,0.3346875,ucp_gg1_feedback,0.8807621995609155,17.47601510917944,1054,7188,146.6332776850306,28.844410776387747
